Transcript,sequence.length,best.hit.to.nr,hit.length,E.value,Bit.score,GO.Biological.Process,GO.Cellular.Component,GO.Molecular.Function,Enzyme,Domain,annotation.type,pval,adj.r.squared,padj,Apicea.type,Acarolinensis.type
45423|*|comp138991_c0_seq1,356,gi|307173928|gb|EFN64676.1| 60S ribosomal protein L29 ,73,9.06E-43,175.068052,GO:0006412 translation | GO:0042254 ribosome biogenesis,GO:0005840 ribosome,GO:0003735 structural constituent of ribosome,-,pfam01779 Ribosomal_L29e,GO & Domain,7.79E-08,0.882325133,8.64E-06,Bimodal,Intermediate
45472|*|comp119779_c0_seq1,356,-,-,-,-,-,-,-,-,-,,1.17E-07,0.876085162,1.18191E-05,NotResp,Intermediate
4549|*|Contig4378,2237,gi|307188345|gb|EFN73120.1| Probable cation-transporting ATPase 13A1 ,465,1.44E-277,944.99977,GO:0006200 ATP catabolic process | GO:0034220 ion transmembrane transport | GO:0006816 calcium ion transport,GO:0016021 integral to membrane | GO:0016529 sarcoplasmic reticulum,GO:0005388 calcium-transporting ATPase activity | GO:0046872 metal ion binding | GO:0005524 ATP binding,-,-,GO only,8.50E-07,0.840445093,5.6179E-05,Low,Intermediate
4550|*|comp144383_c0_seq1,2237,gi|322787876|gb|EFZ13759.1| hypothetical protein SINV_02924 ,525,0,1221.834194,-,GO:0000139 Golgi membrane,-,-,pfam00839 Cys_rich_FGFR,GO & Domain,5.30E-09,0.916296944,9.96E-07,Low,Low
45647|*|comp145144_c2_seq1,355,-,-,-,-,-,-,-,-,-,,2.45E-06,0.817255304,0.000130419,Low,Intermediate
45680|*|comp277773_c0_seq1,354,-,-,-,-,-,-,-,-,-,,7.89E-06,0.787578863,0.000337249,Low,Low
4572|*|Contig1181,2232,gi|270011286|gb|EFA07734.1| hypothetical protein TcasGA2_TC002212 ,35,0.00944,51.681558,-,-,-,-,-,,7.62E-06,0.788504235,0.000328177,Low,High
4573|*|Contig87,2232,gi|391324997|ref|XP_003737027.1| PREDICTED: uncharacterized protein LOC100906527 ,504,5.51E-175,604.453049,GO:0006278 RNA-dependent DNA replication | GO:0006508 proteolysis | GO:0015074 DNA integration,-,GO:0003964 RNA-directed DNA polymerase activity | GO:0003723 RNA binding | GO:0004190 aspartic-type endopeptidase activity | GO:0008270 zinc ion binding,-,pfam00665 rve,GO & Domain,2.28E-13,0.976362395,2.52E-10,High,High
45753|*|comp1720487_c0_seq1,354,-,-,-,-,-,-,-,-,-,,1.64E-07,0.87068222,1.53736E-05,High,NotResp
4575|*|comp148264_c0_seq4,2231,gi|332023314|gb|EGI63568.1| Eukaryotic translation initiation factor 2-alpha kinase ,461,4.74E-254,866.929771,GO:0032092 positive regulation of protein binding | GO:0030282 bone mineralization | GO:0002063 chondrocyte development | GO:0007029 endoplasmic reticulum organization | GO:0009967 positive regulation of signal transduction | GO:0030968 endoplasmic reticulum unfolded protein response | GO:0030073 insulin secretion | GO:0051260 protein homooligomerization | GO:0017148 negative regulation of translation | GO:0006983 ER overload response | GO:0045444 fat cell differentiation | GO:0006919 activation of caspase activity | GO:0031018 endocrine pancreas development | GO:0019217 regulation of fatty acid metabolic process | GO:0048009 insulin-like growth factor receptor signaling pathway | GO:0006913 nucleocytoplasmic transport | GO:0046777 protein autophosphorylation | GO:0032933 SREBP-mediated signaling pathway | GO:0019722 calcium-mediated signaling | GO:0006926 virus-infected cell apoptosis | GO:0031642 negative regulation of myelination | GO:0007595 lactation | GO:0006446 regulation of translational initiation | GO:0009069 serine family amino acid metabolic process,GO:0005643 nuclear pore | GO:0005789 endoplasmic reticulum membrane | GO:0005840 ribosome,GO:0003743 translation initiation factor activity | GO:0004694 eukaryotic translation initiation factor 2alpha kinase activity | GO:0017056 structural constituent of nuclear pore | GO:0042802 identical protein binding | GO:0005524 ATP binding | GO:0019903 protein phosphatase binding,2.7.11.1 ,pfam00069 Pkinase | pfam07714 Pkinase_Tyr,GO & Enzyme & Domain,8.70E-06,0.784868411,0.000365361,Low,High
4582|*|comp141195_c0_seq1,2228,"gi|332018993|gb|EGI59532.1| 28S ribosomal protein S10, mitochondrial ",187,5.65E-100,355.436671,GO:0005975 carbohydrate metabolic process,GO:0005840 ribosome,"GO:0004553 hydrolase activity, hydrolyzing O-glycosyl compounds",-,pfam00338 Ribosomal_S10,GO & Domain,2.09E-06,0.820992056,0.000114447,Low,Low
4585|*|comp145583_c0_seq1,2227,-,-,-,-,-,-,-,-,pfam14093 DUF4271,Domain only,2.21E-06,0.819632404,0.000119855,Intermediate,Intermediate
45876|*|comp175074_c0_seq1,353,-,-,-,-,-,-,-,-,-,,9.54E-06,0.78228993,0.000393424,Bimodal,Intermediate
45923|*|Contig4487,353,-,-,-,-,-,-,-,-,-,,9.64E-08,0.879105678,1.01632E-05,Low,Intermediate
4609|*|comp150324_c5_seq1,2222,-,-,-,-,-,-,-,-,-,,5.22E-12,0.964998373,3.09E-09,Intermediate,Intermediate
46109|*|comp148774_c3_seq11,352,-,-,-,-,-,-,-,-,-,,2.65E-06,0.81543144,0.000139463,Low,Low
461|*|Contig6474,5324,gi|189238674|ref|XP_001807351.1| PREDICTED: similar to pol polyprotein ,873,2.53E-274,934.231495,GO:0006278 RNA-dependent DNA replication | GO:0006508 proteolysis | GO:0015074 DNA integration,-,GO:0003964 RNA-directed DNA polymerase activity | GO:0003677 DNA binding | GO:0003723 RNA binding | GO:0004190 aspartic-type endopeptidase activity | GO:0008270 zinc ion binding,2.7.7.49 ,pfam00078 RVT_1 | pfam00665 rve | pfam13650 Asp_protease_2 | pfam13683 rve_3 | pfam13975 gag-asp_proteas | pfam00077 RVP | pfam00098 zf-CCHC,GO & Enzyme & Domain,4.41E-10,0.938844309,1.32E-07,Low,High
4641|*|comp142161_c0_seq1,2214,gi|332019242|gb|EGI59751.1| RING finger and CHY zinc finger domain-containing protein 1 ,382,8.83E-254,866.032415,GO:0009616 virus induced gene silencing | GO:0010050 vegetative phase change,-,GO:0008270 zinc ion binding,-,pfam05495 zf-CHY | pfam13639 zf-RING_2 | pfam00097 zf-C3HC4 | pfam13923 zf-C3HC4_2,GO & Domain,9.00E-06,0.783936583,0.000375225,Intermediate,Intermediate
46519|*|comp150848_c0_seq6,350,gi|307181582|gb|EFN69126.1| hypothetical protein EAG_10468 ,74,6.30E-27,126.162133,-,-,-,-,-,,8.75E-08,0.880590948,9.43E-06,Low,Low
46547|*|comp149107_c0_seq7,350,-,-,-,-,-,-,-,-,-,,3.97E-13,0.974665266,3.78E-10,Bimodal,Intermediate
46583|*|comp148292_c0_seq4,350,-,-,-,-,-,-,-,-,-,,5.17E-11,0.953301549,2.16E-08,Intermediate,Bimodal
4661|*|comp144325_c0_seq1,2209,gi|322801630|gb|EFZ22271.1| hypothetical protein SINV_14234 ,322,1.15E-195,673.100807,-,-,-,-,pfam12799 LRR_4 | pfam13855 LRR_8,Domain only,3.96E-07,0.855266956,3.07996E-05,Low,Low
4662|*|comp145867_c1_seq1,2209,gi|322790476|gb|EFZ15354.1| hypothetical protein SINV_02654 ,381,6.53E-224,766.874542,GO:0006470 protein dephosphorylation,GO:0008287 protein serine/threonine phosphatase complex,GO:0046872 metal ion binding | GO:0004722 protein serine/threonine phosphatase activity,-,pfam14093 DUF4271,GO & Domain,3.65E-06,0.807628721,0.000181187,Low,High
46656|*|comp94183_c0_seq1,349,gi|328696603|ref|XP_003240077.1| PREDICTED: hypothetical protein LOC100569927 ,52,1.20E-09,70.974719,-,-,-,-,-,,2.04E-09,0.925810226,4.55E-07,Low,Low
4682|*|comp138336_c0_seq1,2204,gi|327387363|gb|AEA72283.1| guanine nucleotide-binding protein subunit beta-like protein ,317,9.48E-227,776.296783,GO:0016310 phosphorylation | GO:0016573 histone acetylation | GO:0042967 acyl-carrier-protein biosynthetic process,GO:0000123 histone acetyltransferase complex,GO:0016301 kinase activity | GO:0004402 histone acetyltransferase activity,-,pfam08712 Nfu_N | pfam01106 NifU | pfam00400 WD40,GO & Domain,3.64E-06,0.807726446,0.000180653,High,High
46835|*|comp122302_c1_seq1,348,gi|516453711|ref|WP_017842623.1| hypothetical protein ,69,2.57E-06,60.206443,-,-,-,-,-,,1.10E-06,0.835027899,6.88867E-05,Bimodal,Intermediate
46857|*|comp92694_c0_seq1,348,-,-,-,-,-,-,-,-,-,,3.76E-06,0.806924135,0.000184822,Low,Intermediate
4695|*|comp148928_c0_seq2,2201,gi|332021416|gb|EGI61784.1| hypothetical protein G5I_09901 ,240,1.98E-82,299.351901,-,-,-,-,pfam13359 DDE_4 | pfam10545 MADF_DNA_bdg,Domain only,9.84E-06,0.781425498,0.000402799,Low,NotResp
47017|*|comp129717_c0_seq1,347,-,-,-,-,-,-,-,-,-,,9.14E-14,0.978927062,1.23E-10,Low,Low
47026|*|comp147857_c0_seq3,347,-,-,-,-,-,-,-,-,-,,1.04E-06,0.836312518,6.57266E-05,Low,High
47045|*|comp150664_c2_seq25,347,-,-,-,-,-,-,-,-,-,,6.41E-09,0.914262409,1.16E-06,Low,Low
4704|*|comp148973_c1_seq24,2199,-,-,-,-,-,-,-,-,-,,4.55E-06,0.802126035,0.000215663,Low,High
47064|*|comp138469_c0_seq1,347,gi|307188243|gb|EFN73063.1| hypothetical protein EAG_15642 ,36,4.81E-11,75.461501,-,-,-,-,-,,1.87E-06,0.823464643,0.000104679,Low,Low
4708|*|comp147235_c0_seq1,2198,gi|307202832|gb|EFN82092.1| Annexin-B11 ,390,7.88E-223,763.285116,-,-,GO:0005509 calcium ion binding | GO:0005544 calcium-dependent phospholipid binding,-,pfam00191 Annexin,GO & Domain,7.29E-07,0.843525947,5.01563E-05,Intermediate,Intermediate
47235|*|comp142661_c0_seq1,346,-,-,-,-,-,-,-,-,-,,2.82E-10,0.942191683,8.95E-08,Low,Low
4723|*|comp135468_c0_seq1,2194,gi|307178957|gb|EFN67473.1| Acidic leucine-rich nuclear phosphoprotein 32 family member A ,250,4.33E-153,531.767187,-,-,-,-,pfam12799 LRR_4 | pfam13855 LRR_8,Domain only,4.21E-06,0.804074529,0.000203176,Low,Intermediate
4725|*|comp126420_c0_seq1,2193,gi|322789745|gb|EFZ14911.1| hypothetical protein SINV_09772 ,445,2.53E-269,917.630403,GO:0000226 microtubule cytoskeleton organization | GO:0008152 metabolic process,GO:0005874 microtubule,GO:0003824 catalytic activity,-,pfam00501 AMP-binding,GO & Domain,1.0388E-05,0.779881691,0.000420257,Low,Intermediate
47281|*|comp172975_c0_seq1,346,-,-,-,-,-,-,-,-,-,,5.60E-06,0.79675852,0.000257026,Low,Intermediate
47316|*|comp2287513_c0_seq1,346,-,-,-,-,-,-,-,-,-,,1.88E-07,0.868400737,1.71927E-05,NotResp,Low
4732|*|comp150068_c0_seq1,2192,gi|307177326|gb|EFN66499.1| Niemann-Pick C1 protein ,259,1.70E-148,516.51213,GO:0030301 cholesterol transport | GO:0007165 signal transduction,GO:0016021 integral to membrane,GO:0008158 hedgehog receptor activity,-,-,GO only,3.64E-08,0.89316351,4.70E-06,Low,Low
47367|*|comp92982_c0_seq1,346,-,-,-,-,-,-,-,-,-,,4.73E-19,0.995407679,5.15E-15,Bimodal,Intermediate
47455|*|comp138973_c1_seq1,345,gi|307196815|gb|EFN78256.1| hypothetical protein EAI_01589 ,97,3.37E-17,95.20334,GO:0006508 proteolysis,-,GO:0004252 serine-type endopeptidase activity,-,-,GO only,3.22E-08,0.894814981,4.25E-06,High,Low
4747|*|Contig6260,2188,-,-,-,-,-,-,-,-,-,,2.78E-07,0.861639278,2.32611E-05,Low,Low
47556|*|comp144308_c0_seq2,345,-,-,-,-,-,-,-,-,-,,5.32E-07,0.849694014,3.87425E-05,Low,Low
4757|*|Contig946,2186,gi|332018793|gb|EGI59354.1| Proteasome activator complex subunit 3 ,244,9.71E-157,543.881497,-,GO:0008537 proteasome activator complex,-,-,pfam02252 PA28_beta | pfam02251 PA28_alpha,GO & Domain,2.07E-08,0.900522745,2.90E-06,Low,Low
4758|*|Contig3520,2186,gi|332023409|gb|EGI63652.1| Endoglucanase E-4 ,471,4.13E-293,996.597758,GO:0005982 starch metabolic process | GO:0005985 sucrose metabolic process,-,GO:0046872 metal ion binding | GO:0030247 polysaccharide binding | GO:0008810 cellulase activity,3.2.1.4 ,pfam00759 Glyco_hydro_9,GO & Enzyme & Domain,1.33E-07,0.87399206,1.31046E-05,Intermediate,Intermediate
4785|*|Contig4627,2181,gi|322779510|gb|EFZ09702.1| hypothetical protein SINV_80741 ,228,1.35E-23,119.43196,GO:0055114 oxidation-reduction process | GO:0006118 electron transport,-,"GO:0020037 heme binding | GO:0016712 oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, reduced flavin or flavoprotein as one donor, and incorporation of one atom of oxygen | GO:0005506 iron ion binding | GO:0009055 electron carrier activity",-,-,GO only,1.20E-08,0.907134537,1.91E-06,Low,Low
4797|*|Contig1405,2177,gi|332020907|gb|EGI61305.1| Mitogen-activated protein kinase organizer 1 ,305,1.16E-190,656.499715,GO:0016310 phosphorylation,-,GO:0016301 kinase activity,-,pfam00400 WD40,GO & Domain,3.40E-08,0.894088744,4.45E-06,Low,Low
48015|*|Contig5755,342,-,-,-,-,-,-,-,-,-,,2.90E-07,0.860906247,2.40813E-05,Low,Low
48091|*|comp94144_c0_seq1,342,-,-,-,-,-,-,-,-,-,,3.93E-11,0.954884423,1.72E-08,Bimodal,Intermediate
48171|*|comp147825_c4_seq18,341,-,-,-,-,-,-,-,-,-,,6.91E-10,0.935285399,1.91E-07,Low,Low
48227|*|comp151230_c0_seq1,341,-,-,-,-,-,-,-,-,-,,1.36E-10,0.947255463,4.87E-08,High,High
4826|*|comp144212_c0_seq1,2169,gi|322801254|gb|EFZ21941.1| hypothetical protein SINV_03707 ,367,5.08E-232,793.795231,-,-,-,-,pfam13899 Thioredoxin_7,Domain only,7.74E-08,0.88243581,8.59E-06,Low,Intermediate
48298|*|comp150523_c5_seq1,341,gi|312233157|ref|YP_004021383.1| NADH dehydrogenase subunit 5 ,113,8.41E-44,177.760121,"GO:0006120 mitochondrial electron transport, NADH to ubiquinone | GO:0006744 ubiquinone biosynthetic process | GO:0006814 sodium ion transport | GO:0015992 proton transport",GO:0005743 mitochondrial inner membrane | GO:0070469 respiratory chain | GO:0016021 integral to membrane,GO:0008137 NADH dehydrogenase (ubiquinone) activity,-,-,GO only,1.94E-12,0.969086882,1.42E-09,Intermediate,Intermediate
4829|*|comp133479_c0_seq1,2167,gi|332025008|gb|EGI65195.1| KDEL motif-containing protein 1 ,426,8.21E-286,972.369138,-,GO:0005788 endoplasmic reticulum lumen,-,-,pfam05686 Glyco_transf_90,GO & Domain,6.07E-08,0.885997725,7.13E-06,Low,Intermediate
4834|*|comp146178_c0_seq1,2166,gi|332030483|gb|EGI70171.1| Golgin subfamily A member 5 ,362,1.30E-211,726.044829,GO:0055114 oxidation-reduction process,-,GO:0032440 2-alkenal reductase [NAD(P)] activity,-,pfam09787 Golgin_A5 | pfam05701 DUF827 | pfam07926 TPR_MLP1_2 | pfam13863 DUF4200 | pfam13868 Trichoplein | pfam13870 DUF4201 | pfam12037 DUF3523 | pfam08614 ATG16 | pfam00038 Filament | pfam10498 IFT57 | pfam04156 IncA | pfam07888 CALCOCO1 | pfam06818 Fez1 | pfam06005 DUF904 | pfam12795 MscS_porin | pfam01017 STAT_alpha | pfam06008 Laminin_I | pfam03938 OmpH | pfam12474 PKK | pfam12072 DUF3552 | pfam07798 DUF1640 | pfam00769 ERM | pfam13851 GAS | pfam04696 Pinin_SDK_memA | pfam02050 FliJ,GO & Domain,3.91E-06,0.80592916,0.000191111,Low,Low
4847|*|comp140979_c0_seq1,2162,gi|350401248|ref|XP_003486098.1| PREDICTED: flotillin-2-like ,424,2.53E-264,901.029311,-,-,-,-,pfam01145 Band_7 | pfam13863 DUF4200,Domain only,8.87E-08,0.880379559,9.50E-06,Intermediate,Intermediate
48537|*|comp144565_c0_seq3,339,-,-,-,-,-,-,-,-,-,,3.67E-07,0.856678488,2.90201E-05,Bimodal,Intermediate
4867|*|comp142751_c0_seq2,2158,gi|307202874|gb|EFN82107.1| Glutamate receptor delta-1 subunit ,528,1.63E-283,964.741609,GO:0006811 ion transport | GO:0035235 ionotropic glutamate receptor signaling pathway | GO:0007268 synaptic transmission,GO:0016021 integral to membrane,GO:0005234 extracellular-glutamate-gated ion channel activity | GO:0004970 ionotropic glutamate receptor activity,-,pfam00060 Lig_chan,GO & Domain,7.38E-07,0.843297654,5.05246E-05,Bimodal,Intermediate
48685|*|comp147815_c0_seq1,339,-,-,-,-,-,-,-,-,-,,1.10E-06,0.835031876,6.88867E-05,Intermediate,Bimodal
48694|*|comp149059_c2_seq2,339,-,-,-,-,-,-,-,-,-,,2.34E-09,0.924522862,5.09E-07,Intermediate,Intermediate
48717|*|comp139606_c0_seq1,338,-,-,-,-,-,-,-,-,-,,3.03E-07,0.860122837,2.48503E-05,NotResp,High
48834|*|comp141207_c0_seq1,338,-,-,-,-,-,-,-,-,-,,1.52E-08,0.904347437,2.26E-06,Low,Low
48889|*|comp125400_c0_seq1,338,-,-,-,-,-,-,-,-,-,,1.20E-10,0.948107748,4.43E-08,Low,Low
489|*|Contig4602,5207,gi|332018662|gb|EGI59234.1| Nuclear factor of activated T-cells 5 ,1185,0,2412.177346,"GO:0055114 oxidation-reduction process | GO:0006355 regulation of transcription, DNA-dependent",GO:0005634 nucleus | GO:0005667 transcription factor complex,GO:0003700 sequence-specific DNA binding transcription factor activity | GO:0016491 oxidoreductase activity,-,pfam00554 RHD,GO & Domain,1.49E-08,0.904565286,2.23E-06,Bimodal,Intermediate
49012|*|comp126305_c0_seq1,337,-,-,-,-,-,-,-,-,-,,1.84E-12,0.969296466,1.37E-09,Low,Low
49026|*|comp139843_c0_seq3,337,-,-,-,-,-,-,-,-,-,,5.33E-07,0.849690545,3.87425E-05,Intermediate,High
490|*|comp144149_c0_seq1,5205,gi|332030611|gb|EGI70299.1| Ribosome-binding protein 1 ,737,0,1438.994422,GO:0007018 microtubule-based movement | GO:0009058 biosynthetic process,GO:0005874 microtubule | GO:0045298 tubulin complex,GO:0008017 microtubule binding | GO:0005524 ATP binding | GO:0016779 nucleotidyltransferase activity | GO:0003777 microtubule motor activity,-,pfam10174 Cast | pfam01576 Myosin_tail_1 | pfam02463 SMC_N | pfam05557 MAD | pfam05483 SCP-1 | pfam05622 HOOK | pfam12128 DUF3584 | pfam05701 DUF827 | pfam00038 Filament | pfam05911 DUF869 | pfam13514 AAA_27 | pfam09730 BicD | pfam05667 DUF812 | pfam07888 CALCOCO1 | pfam07111 HCR | pfam07521 RMMBL | pfam00261 Tropomyosin | pfam07926 TPR_MLP1_2 | pfam06160 EzrA | pfam04849 HAP1_N | pfam00769 ERM | pfam13949 ALIX_LYPXL_bnd | pfam09728 Taxilin | pfam12795 MscS_porin | pfam09726 Macoilin | pfam09731 Mitofilin | pfam02841 GBP_C | pfam09789 DUF2353 | pfam13870 DUF4201 | pfam04156 IncA | pfam06548 Kinesin-related | pfam08614 ATG16 | pfam03999 MAP65_ASE1 | pfam13166 AAA_13 | pfam09753 Use1 | pfam09755 DUF2046 | pfam06008 Laminin_I | pfam01442 Apolipoprotein | pfam12718 Tropomyosin_1 | pfam13868 Trichoplein | pfam13863 DUF4200 | pfam05010 TACC | pfam03938 OmpH | pfam09738 DUF2051 | pfam06705 SF-assemblin | pfam06818 Fez1 | pfam13851 GAS | pfam11559 ADIP | pfam01540 Lipoprotein_7 | pfam07445 priB_priC | pfam12325 TMF_TATA_bd | pfam00804 Syntaxin | pfam04012 PspA_IM30 | pfam10481 Cenp-F_N | pfam12072 DUF3552 | pfam07321 YscO | pfam08703 PLC-beta_C | pfam10473 Cenp-F_leu_zip,GO & Domain,5.08E-06,0.799269729,0.000237268,Intermediate,Intermediate
49123|*|comp144768_c1_seq1,337,-,-,-,-,-,-,-,-,-,,1.52E-06,0.82815383,8.8593E-05,Low,Low
49180|*|comp2278861_c0_seq1,336,-,-,-,-,-,-,-,-,-,,8.12E-07,0.841366791,5.42192E-05,Low,Intermediate
49317|*|comp710607_c0_seq1,336,-,-,-,-,-,-,-,-,-,,1.06834E-05,0.779082747,0.00042882,Low,Intermediate
49361|*|comp150872_c2_seq1,335,-,-,-,-,-,-,-,-,-,,7.91E-07,0.841894589,5.32798E-05,Low,Low
4955|*|comp143733_c0_seq2,2134,gi|332028461|gb|EGI68504.1| Peroxisomal membrane protein PEX14 ,57,3.12E-28,134.238339,"GO:0016558 protein import into peroxisome matrix | GO:0045892 negative regulation of transcription, DNA-dependent",GO:0005778 peroxisomal membrane | GO:0005667 transcription factor complex,GO:0003714 transcription corepressor activity,-,-,GO only,5.37E-08,0.887757573,6.47E-06,Low,Low
49660|*|comp148405_c2_seq1,334,-,-,-,-,-,-,-,-,-,,8.62E-08,0.880802305,9.32E-06,Low,Low
4967|*|comp146877_c0_seq1,2131,-,-,-,-,-,-,-,-,-,,4.21E-06,0.804070228,0.000203176,Intermediate,Intermediate
4975|*|comp149325_c0_seq1,2129,-,-,-,-,-,-,-,-,-,,3.11E-06,0.811604356,0.000159009,Low,Low
49804|*|comp1075033_c0_seq1,333,gi|498081793|ref|WP_010395949.1| peptidase S41 ,105,4.31E-17,94.754661,GO:0006508 proteolysis,-,GO:0008236 serine-type peptidase activity,-,pfam13885 Keratin_B2_2,GO & Domain,7.14E-15,0.984688257,1.46E-11,High,Intermediate
49870|*|Contig5659,333,-,-,-,-,-,-,-,-,-,,8.02E-06,0.78712508,0.000341679,Low,Low
4987|*|comp146376_c0_seq1,2126,gi|307183252|gb|EFN70121.1| hypothetical protein EAG_01438 ,313,6.63E-179,617.464715,-,-,-,-,-,,1.49E-06,0.828618162,8.72619E-05,Low,Bimodal
49930|*|comp1707133_c0_seq1,332,gi|344030250|gb|AEM76812.1| RE75274p1 ,110,5.71E-70,255.83012,GO:0055085 transmembrane transport | GO:0006468 protein phosphorylation | GO:0042742 defense response to bacterium | GO:0007056 spindle assembly involved in female meiosis | GO:0030717 karyosome formation | GO:0007268 synaptic transmission | GO:0048789 cytoskeletal matrix organization at active zone | GO:0009069 serine family amino acid metabolic process,GO:0016021 integral to membrane | GO:0048786 presynaptic active zone,GO:0004674 protein serine/threonine kinase activity | GO:0022891 substrate-specific transmembrane transporter activity | GO:0005524 ATP binding,-,-,GO only,3.39E-06,0.809489003,0.000170151,Low,NotResp
50004|*|comp1731890_c0_seq1,332,-,-,-,-,-,-,-,-,-,,1.63E-06,0.826554956,9.39439E-05,High,NotResp
5002|*|Contig2927,2122,gi|332028753|gb|EGI68784.1| hypothetical protein G5I_02564 ,129,3.44E-47,193.463856,GO:0055085 transmembrane transport,GO:0016021 integral to membrane,-,-,pfam03208 PRA1,GO & Domain,5.05E-08,0.888640283,6.17E-06,Low,Low
50045|*|Contig5488,332,-,-,-,-,-,-,-,-,-,,2.50E-06,0.816790813,0.000132663,NotResp,Intermediate
500|*|comp146324_c0_seq1,5186,gi|332019519|gb|EGI59998.1| Dedicator of cytokinesis protein 1 ,239,6.31E-141,491.386153,GO:0007264 small GTPase mediated signal transduction | GO:0043087 regulation of GTPase activity,-,"GO:0005085 guanyl-nucleotide exchange factor activity | GO:0016746 transferase activity, transferring acyl groups",-,pfam01553 Acyltransferase,GO & Domain,6.88E-09,0.913493504,1.24E-06,Low,Intermediate
50115|*|comp135093_c1_seq1,332,-,-,-,-,-,-,-,-,-,,1.10743E-05,0.778053974,0.00043941,Low,Low
5018|*|comp145954_c0_seq1,2120,gi|322798981|gb|EFZ20441.1| hypothetical protein SINV_02266 ,251,1.25E-143,500.359716,GO:0008340 determination of adult lifespan | GO:0006801 superoxide metabolic process | GO:0055114 oxidation-reduction process,GO:0005739 mitochondrion,GO:0046872 metal ion binding | GO:0004784 superoxide dismutase activity,1.15.1.1 ,pfam02777 Sod_Fe_C | pfam00081 Sod_Fe_N,GO & Enzyme & Domain,3.08E-07,0.859843542,2.5158E-05,Low,Low
50240|*|comp1738031_c0_seq1,331,gi|194333154|ref|YP_002015014.1| hypothetical protein Paes_0310 ,110,4.97E-62,229.806787,-,-,-,-,-,,8.78E-08,0.880527084,9.46E-06,Intermediate,Intermediate
50253|*|comp150331_c2_seq1,331,-,-,-,-,-,-,-,-,-,,3.06E-10,0.941606555,9.63E-08,Bimodal,Intermediate
50330|*|comp147474_c2_seq12,331,-,-,-,-,-,-,-,-,-,,3.80E-09,0.919755286,7.53E-07,Low,Intermediate
5068|*|Contig6097,2110,gi|449679552|ref|XP_002158813.2| PREDICTED: uncharacterized protein LOC100207042 ,108,2.33E-22,115.393857,-,-,-,-,pfam13359 DDE_4 | pfam08395 7tm_7,Domain only,3.06E-17,0.992262175,1.53E-13,Low,Low
5070|*|comp137379_c0_seq1,2109,gi|332030425|gb|EGI70113.1| Protein fem-1-like protein B ,534,0,1168.890171,GO:0060743 epithelial cell maturation involved in prostate gland development | GO:0051438 regulation of ubiquitin-protein ligase activity | GO:2000001 regulation of DNA damage checkpoint | GO:0060442 branching involved in prostate gland morphogenesis,GO:0005737 cytoplasm | GO:0005634 nucleus,GO:0005123 death receptor binding | GO:0004842 ubiquitin-protein ligase activity,-,pfam12796 Ank_2 | pfam13637 Ank_4 | pfam13857 Ank_5 | pfam00023 Ank | pfam13606 Ank_3 | pfam10704 DUF2508,GO & Domain,4.54E-09,0.917920211,8.78E-07,Low,Low
